ID;Year;DOY;UTC;C;SPDm/s;GSTm/s;Dir
4;2014;014;0305;0.64;8.64;11.17;267
4;2014;014;0310;0.59;8.02;9.51;269
4;2014;014;0315;0.54;8.50;10.68;269
4;2014;014;0320;0.52;9.09;10.29;268
4;2014;014;0325;0.47;8.52;10.39;268
4;2014;014;0330;0.42;8.38;10.29;264
4;2014;014;0335;0.37;8.51;9.80;266
4;2014;014;0340;0.31;7.88;9.60;264
4;2014;014;0345;0.25;8.26;10.58;264
4;2014;014;0350;0.16;8.76;10.09;264
4;2014;014;0355;0.06;8.82;10.19;263
4;2014;014;0400;-0.00;8.35;9.80;266
4;2014;014;0405;-0.05;8.68;10.68;265
4;2014;014;0410;-0.11;9.72;11.27;263
4;2014;014;0415;-0.21;9.37;11.17;262
4;2014;014;0420;-0.29;9.47;10.88;262
4;2014;014;0425;-0.36;8.75;11.37;263
4;2014;014;0430;-0.42;9.14;11.07;266
4;2014;014;0435;-0.47;8.58;10.68;268
4;2014;014;0440;-0.50;8.30;10.39;269
4;2014;014;0445;-0.50;7.48;9.70;268
4;2014;014;0450;-0.48;7.25;8.72;268
4;2014;014;0455;-0.53;7.82;10.58;269
4;2014;014;0500;-0.64;8.07;9.41;270
4;2014;014;0505;-0.68;8.02;9.90;273
4;2014;014;0510;-0.71;8.18;9.80;274
4;2014;014;0515;-0.74;8.64;10.39;274
4;2014;014;0520;-0.73;8.61;10.19;274
4;2014;014;0525;-0.78;7.64;8.82;274
4;2014;014;0530;-0.77;6.81;8.53;273
4;2014;014;0535;-0.76;7.07;8.53;272
4;2014;014;0540;-0.76;7.09;9.41;270
4;2014;014;0545;-0.75;6.50;7.74;268
4;2014;014;0550;-0.76;6.45;7.55;271
4;2014;014;0555;-0.76;6.22;7.74;269
4;2014;014;0600;-0.77;6.21;7.35;265
4;2014;014;0605;-0.79;6.20;7.74;266
4;2014;014;0610;-0.79;6.11;7.15;266
4;2014;014;0615;-0.81;6.98;8.82;266
4;2014;014;0620;-0.89;6.96;7.94;265
4;2014;014;0625;-0.98;7.05;8.62;264
4;2014;014;0630;-0.99;6.56;7.94;264
4;2014;014;0635;-0.98;6.09;6.96;265
4;2014;014;0640;-1.00;6.20;7.06;264
4;2014;014;0645;-0.98;5.35;6.37;260
4;2014;014;0650;-1.00;5.79;6.86;262
4;2014;014;0655;-1.01;5.70;6.47;260
4;2014;014;0700;-0.98;4.90;6.37;256
4;2014;014;0705;-0.95;5.82;7.06;256
4;2014;014;0710;-0.96;5.69;6.57;261
4;2014;014;0715;-0.97;5.74;8.23;260
4;2014;014;0720;-0.96;5.18;6.08;254
4;2014;014;0725;-0.95;5.47;6.76;262
4;2014;014;0730;-0.92;5.84;6.86;260
4;2014;014;0735;-0.97;5.45;6.66;264
4;2014;014;0740;-0.96;5.43;6.37;260
4;2014;014;0745;-0.97;4.88;6.17;258
4;2014;014;0750;-0.93;5.03;6.08;262
4;2014;014;0755;-0.90;5.22;6.76;265
4;2014;014;0800;-0.95;4.53;5.98;258
4;2014;014;0805;-0.98;4.84;5.59;253
4;2014;014;0810;-0.95;5.07;5.88;252
4;2014;014;0815;-0.85;4.58;5.49;252
4;2014;014;0820;-0.82;4.21;5.00;252
4;2014;014;0825;-0.71;4.38;5.00;246
4;2014;014;0830;-0.59;4.13;5.00;244
4;2014;014;0835;-0.47;4.39;5.49;252
4;2014;014;0840;-0.44;5.09;5.98;255
4;2014;014;0845;-0.43;4.69;6.08;239
4;2014;014;0850;-0.54;3.98;6.27;206
4;2014;014;0855;-0.41;4.63;6.08;203
4;2014;014;0900;-0.47;4.66;6.08;215
4;2014;014;0905;-0.48;5.16;5.98;218
4;2014;014;0910;-0.48;4.80;5.68;218
4;2014;014;0915;-0.76;5.63;6.47;200
4;2014;014;0920;-0.95;5.74;6.37;199
4;2014;014;0925;-1.02;5.65;6.17;195
4;2014;014;0930;-1.08;5.71;6.47;184
4;2014;014;0935;-1.25;6.29;6.96;182
4;2014;014;0940;-1.31;6.53;6.96;185
4;2014;014;0945;-1.39;6.74;7.45;187
4;2014;014;0950;-1.46;6.96;7.64;183
4;2014;014;0955;-1.58;7.40;7.84;183
4;2014;014;1000;-1.52;7.24;7.94;182
4;2014;014;1005;-1.56;7.27;7.74;179
4;2014;014;1010;-1.60;7.19;7.84;179
4;2014;014;1015;-1.54;6.85;7.45;180
4;2014;014;1020;-1.56;6.59;7.35;182
4;2014;014;1025;-1.55;6.90;7.55;183
4;2014;014;1030;-1.47;6.75;7.55;183
4;2014;014;1035;-1.42;6.65;7.15;181
4;2014;014;1040;-1.44;6.96;7.84;176
4;2014;014;1045;-1.45;7.54;8.13;178
4;2014;014;1050;-1.54;7.92;8.62;180
4;2014;014;1055;-1.60;7.82;8.43;180
4;2014;014;1100;-1.66;7.35;8.13;178
4;2014;014;1105;-1.68;7.17;7.94;178
4;2014;014;1110;-1.68;7.27;8.04;177
4;2014;014;1115;-1.60;6.63;7.64;177
4;2014;014;1120;-1.66;7.22;8.04;176
4;2014;014;1125;-1.83;7.77;8.62;172
4;2014;014;1130;-1.90;8.27;9.21;176
4;2014;014;1135;-1.79;8.56;9.51;177
4;2014;014;1140;-1.72;8.45;9.60;183
4;2014;014;1145;-1.72;8.34;9.31;184
4;2014;014;1150;-1.73;8.37;9.41;182
4;2014;014;1155;-1.75;8.68;9.90;181
4;2014;014;1200;-1.79;8.75;9.70;178
4;2014;014;1205;-1.84;8.76;9.70;176
4;2014;014;1210;-1.88;9.11;10.39;170
4;2014;014;1215;-1.90;9.78;10.98;169
4;2014;014;1220;-1.67;9.91;11.56;167
4;2014;014;1225;-1.62;9.31;11.07;164
4;2014;014;1230;-1.67;9.39;11.27;166
4;2014;014;1235;-1.69;10.86;11.86;172
4;2014;014;1240;-1.54;10.15;11.56;172
4;2014;014;1245;-1.60;11.07;12.05;173
4;2014;014;1250;-1.57;10.75;11.76;175
4;2014;014;1255;-1.49;9.60;10.68;173
4;2014;014;1300;-1.40;9.67;11.07;175
4;2014;014;1305;-1.37;10.22;11.37;176
4;2014;014;1310;-1.29;10.24;11.66;178
4;2014;014;1315;-1.29;10.33;11.66;179
4;2014;014;1320;-1.37;10.25;11.37;179
4;2014;014;1325;-1.44;10.41;11.27;176
4;2014;014;1330;-1.46;10.51;11.47;175
4;2014;014;1335;-1.41;10.10;11.17;173
4;2014;014;1340;-1.42;10.38;11.96;173
4;2014;014;1345;-1.35;9.86;11.56;175
4;2014;014;1350;-1.31;10.05;11.76;172
4;2014;014;1355;-1.31;9.67;11.17;168
4;2014;014;1400;-1.32;9.36;10.68;168
4;2014;014;1405;-1.20;9.46;10.88;168
4;2014;014;1410;-1.29;9.55;10.88;171
4;2014;014;1415;-1.25;9.60;10.78;173
4;2014;014;1420;-1.23;9.91;10.78;173
4;2014;014;1425;-1.05;9.74;10.88;171
4;2014;014;1430;-0.85;9.68;11.37;169
4;2014;014;1435;-0.70;10.60;11.96;170
4;2014;014;1440;-0.66;10.52;11.66;172
4;2014;014;1445;-0.66;10.71;12.25;173
4;2014;014;1450;-0.54;10.56;11.86;172
4;2014;014;1455;-0.47;10.78;11.86;171
4;2014;014;1500;-0.28;10.07;11.17;173
4;2014;014;1505;-0.07;9.90;11.37;175
4;2014;014;1510;0.16;10.37;11.66;178
4;2014;014;1515;0.33;10.27;12.15;180
4;2014;014;1520;0.58;11.07;12.54;181
4;2014;014;1525;0.77;10.84;12.35;183
4;2014;014;1530;0.89;10.55;12.25;185
4;2014;014;1535;1.04;10.86;13.92;188
4;2014;014;1540;1.22;12.31;13.92;188
4;2014;014;1545;1.36;12.94;16.27;191
4;2014;014;1550;1.48;13.37;15.48;189
4;2014;014;1555;1.51;14.47;16.66;190
4;2014;014;1600;1.45;14.12;16.95;191
4;2014;014;1605;1.37;13.31;15.48;190
4;2014;014;1610;1.46;14.02;16.37;190
4;2014;014;1615;1.41;14.88;17.44;188
4;2014;014;1620;1.39;14.54;17.74;189
4;2014;014;1625;1.24;13.07;14.70;191
4;2014;014;1630;1.20;12.88;15.78;196
4;2014;014;1635;1.21;12.77;14.70;198
4;2014;014;1640;1.18;12.64;15.48;197
4;2014;014;1645;1.21;13.40;15.78;197
4;2014;014;1650;1.18;13.36;15.39;196
4;2014;014;1655;1.05;13.28;15.78;196
4;2014;014;1700;1.03;14.58;17.74;194
4;2014;014;1705;0.97;14.18;16.76;196
4;2014;014;1710;0.96;13.84;16.56;196
4;2014;014;1715;0.90;13.10;16.37;196
4;2014;014;1720;0.88;13.72;16.17;196
4;2014;014;1725;0.79;12.98;15.78;196
4;2014;014;1730;0.57;12.94;16.17;197
4;2014;014;1735;0.31;12.23;15.19;199
4;2014;014;1740;0.43;13.26;16.27;198
4;2014;014;1745;0.49;12.43;14.80;197
4;2014;014;1750;0.51;12.31;14.70;199
4;2014;014;1755;0.64;12.59;14.50;197
4;2014;014;1800;0.74;12.49;14.41;198
4;2014;014;1805;0.80;12.46;14.50;201
4;2014;014;1810;0.79;11.91;14.21;200
4;2014;014;1815;0.72;12.40;15.48;201
4;2014;014;1820;0.70;11.20;13.72;203
4;2014;014;1825;0.72;10.93;12.54;203
4;2014;014;1830;0.74;10.23;13.33;207
4;2014;014;1835;0.89;10.68;15.48;210
4;2014;014;1840;0.97;10.38;13.92;212
4;2014;014;1845;1.22;10.13;12.64;220
4;2014;014;1850;1.43;9.04;11.27;224
4;2014;014;1855;1.55;9.20;13.92;228
4;2014;014;1900;1.59;8.63;12.25;230
4;2014;014;1905;1.67;7.73;10.39;229
4;2014;014;1910;1.63;8.50;11.96;231
4;2014;014;1915;1.64;8.48;11.56;234
4;2014;014;1920;1.60;11.22;16.46;245
4;2014;014;1925;1.59;11.46;14.50;256
4;2014;014;1930;1.50;14.77;18.42;262
4;2014;014;1935;1.40;13.70;18.72;259
4;2014;014;1940;1.23;14.71;18.72;255
4;2014;014;1945;1.08;13.85;17.64;252
4;2014;014;1950;0.67;15.55;20.38;265
4;2014;014;1955;0.48;15.32;18.91;261
4;2014;014;2000;0.37;13.42;15.78;254
4;2014;014;2005;0.22;15.32;19.01;254
4;2014;014;2010;0.16;15.28;19.11;247
4;2014;014;2015;0.17;14.49;17.84;253
4;2014;014;2020;-0.01;16.12;19.31;256
4;2014;014;2025;-0.27;15.64;19.40;262
4;2014;014;2030;-0.59;14.42;17.64;251
4;2014;014;2035;-0.79;15.79;21.07;254
4;2014;014;2040;-1.05;17.39;21.46;257
4;2014;014;2045;-1.03;17.44;21.76;256
4;2014;014;2050;-1.08;16.72;19.99;253
4;2014;014;2055;-1.07;15.00;18.23;260
4;2014;014;2100;-1.05;15.55;19.80;262
4;2014;014;2105;-0.99;13.84;20.29;259
4;2014;014;2110;-0.95;14.35;19.01;261
4;2014;014;2115;-0.89;14.95;19.11;261
4;2014;014;2120;-0.81;15.64;20.29;253
4;2014;014;2125;-0.77;14.14;16.27;253
4;2014;014;2130;-0.73;14.31;18.91;258
4;2014;014;2135;-0.71;13.09;16.56;255
4;2014;014;2140;-0.67;11.99;16.95;256
4;2014;014;2145;-0.72;14.04;18.23;257
4;2014;014;2150;-0.77;15.29;18.13;261
4;2014;014;2155;-0.75;14.15;16.76;255
4;2014;014;2200;-0.90;16.39;22.74;248
4;2014;014;2205;-1.05;16.47;20.87;248
4;2014;014;2210;-1.18;16.81;23.32;253
4;2014;014;2215;-1.34;18.31;22.34;263
4;2014;014;2220;-1.41;17.76;23.62;262
4;2014;014;2225;-1.47;17.41;22.05;259
4;2014;014;2230;-1.59;19.85;24.30;260
4;2014;014;2235;-1.69;18.57;24.11;256
4;2014;014;2240;-1.78;18.24;23.32;258
4;2014;014;2245;-1.83;15.32;19.21;265
4;2014;014;2250;-1.94;17.30;21.66;271
4;2014;014;2255;-1.98;16.67;22.64;265
4;2014;014;2300;-1.97;15.73;21.46;259
4;2014;014;2305;-2.03;15.07;20.19;256
4;2014;014;2310;-2.11;16.67;20.58;259
4;2014;014;2315;-2.08;14.73;19.50;255
4;2014;014;2320;-2.15;15.05;18.03;257
4;2014;014;2325;-2.03;12.04;16.37;257
4;2014;014;2330;-2.16;15.54;22.64;257
4;2014;014;2335;-2.24;15.23;19.80;262
4;2014;014;2340;-2.23;13.22;16.56;256
4;2014;014;2345;-2.29;14.48;19.11;258
4;2014;014;2350;-2.40;15.81;20.38;254
4;2014;014;2355;-2.39;13.83;17.84;256
4;2014;015;0000;-2.50;15.81;19.40;258
4;2014;015;0005;-2.53;15.38;18.62;262
4;2014;015;0010;-2.58;14.30;18.91;258
4;2014;015;0015;-2.58;14.54;18.33;259
4;2014;015;0020;-2.62;13.73;18.42;258
4;2014;015;0025;-2.69;14.33;18.52;260
4;2014;015;0030;-2.79;16.35;20.68;256
4;2014;015;0035;-2.78;15.76;19.80;260
4;2014;015;0040;-2.87;15.56;20.68;258
4;2014;015;0045;-2.86;13.03;17.15;261
4;2014;015;0050;-2.83;14.22;17.54;255
4;2014;015;0055;-2.88;13.18;16.46;260
4;2014;015;0100;-2.94;13.61;17.74;258
4;2014;015;0105;-2.94;13.35;17.25;260
4;2014;015;0110;-2.99;13.03;17.35;254
4;2014;015;0115;-2.99;13.86;16.66;263
4;2014;015;0120;-2.99;14.07;17.44;257
4;2014;015;0125;-3.02;14.03;17.54;258
4;2014;015;0130;-3.01;14.19;17.35;261
4;2014;015;0135;-3.04;13.64;17.64;258
4;2014;015;0140;-3.04;12.96;15.39;262
4;2014;015;0145;-3.20;15.47;19.40;259
4;2014;015;0150;-3.28;15.18;19.60;261
4;2014;015;0155;-3.35;14.81;18.62;262
4;2014;015;0200;-3.43;15.05;18.62;264
4;2014;015;0205;-3.51;16.55;20.68;268
4;2014;015;0210;-3.47;14.73;20.58;268
4;2014;015;0215;-3.52;15.70;19.01;266
4;2014;015;0220;-3.53;15.90;19.60;259
4;2014;015;0225;-3.62;16.06;20.09;266
4;2014;015;0230;-3.72;16.52;20.29;265
4;2014;015;0235;-3.81;16.08;18.72;265
4;2014;015;0240;-3.91;16.51;19.70;265
4;2014;015;0245;-3.86;15.13;18.42;268
4;2014;015;0250;-3.95;15.25;18.62;264
4;2014;015;0255;-4.04;14.42;17.64;267
4;2014;015;0300;-4.01;13.79;18.33;269
4;2014;015;0305;-4.14;14.19;16.66;268
4;2014;015;0310;-4.21;14.48;16.86;268
4;2014;015;0315;-4.24;13.81;16.27;266
4;2014;015;0320;-4.31;14.11;17.15;267
4;2014;015;0325;-4.38;13.73;17.35;266
4;2014;015;0330;-4.31;12.57;15.58;271
4;2014;015;0335;-4.47;13.27;15.78;269
4;2014;015;0340;-4.42;12.92;17.35;272
4;2014;015;0345;-4.57;13.58;16.46;274
4;2014;015;0350;-4.70;13.95;17.05;269
4;2014;015;0355;-4.74;12.03;15.68;274
4;2014;015;0400;-4.77;13.15;15.68;265
4;2014;015;0405;-4.81;11.70;15.48;264
4;2014;015;0410;-4.95;11.71;14.99;267
4;2014;015;0415;-4.99;11.70;13.92;265
4;2014;015;0420;-5.09;12.04;14.70;268
4;2014;015;0425;-5.03;11.09;13.62;268
4;2014;015;0430;-5.07;11.06;13.52;269
4;2014;015;0435;-5.12;12.19;14.01;269
4;2014;015;0440;-5.08;11.67;14.50;273
4;2014;015;0445;-5.05;11.74;14.70;270
4;2014;015;0450;-5.01;11.23;14.41;273
4;2014;015;0455;-5.01;10.42;12.64;275
4;2014;015;0500;-5.03;10.94;14.11;272
4;2014;015;0505;-4.99;11.44;14.41;277
4;2014;015;0510;-4.85;10.65;14.99;281
4;2014;015;0515;-5.00;12.45;15.68;283
4;2014;015;0520;-4.97;10.51;12.94;285
4;2014;015;0525;-5.00;11.25;13.62;282
4;2014;015;0530;-5.09;11.30;14.21;281
4;2014;015;0535;-5.18;10.88;13.92;283
4;2014;015;0540;-5.18;11.73;15.09;280
4;2014;015;0545;-5.32;11.42;15.09;280
4;2014;015;0550;-5.37;11.64;14.41;279
4;2014;015;0555;-5.40;10.95;13.82;281
4;2014;015;0600;-5.53;10.87;13.23;282
4;2014;015;0605;-5.55;10.67;13.03;284
4;2014;015;0610;-5.63;11.18;13.82;287
4;2014;015;0615;-5.62;10.41;12.94;289
4;2014;015;0620;-5.58;10.37;13.82;290
4;2014;015;0625;-5.66;9.65;11.56;290
4;2014;015;0630;-5.68;10.33;13.62;291
4;2014;015;0635;-5.69;10.70;12.45;291
4;2014;015;0640;-5.81;11.57;14.21;294
4;2014;015;0645;-5.78;11.36;14.21;295
4;2014;015;0650;-5.70;10.92;13.52;296
4;2014;015;0655;-5.75;9.86;11.07;297
4;2014;015;0700;-5.75;10.55;13.52;296
4;2014;015;0705;-5.75;10.84;13.52;297
4;2014;015;0710;-5.78;10.88;14.50;296
4;2014;015;0715;-5.90;10.87;13.62;295
4;2014;015;0720;-5.90;11.07;14.11;294
4;2014;015;0725;-6.08;10.76;13.62;298
4;2014;015;0730;-6.11;9.68;11.96;300
4;2014;015;0735;-6.02;9.47;12.54;296
4;2014;015;0740;-6.12;9.34;11.86;288
4;2014;015;0745;-6.07;9.12;12.35;290
4;2014;015;0750;-6.18;10.09;12.74;295
4;2014;015;0755;-6.16;9.80;11.66;298
4;2014;015;0800;-6.24;10.77;14.41;295
4;2014;015;0805;-6.28;11.99;14.60;303
4;2014;015;0810;-6.25;11.20;13.52;313
4;2014;015;0815;-6.19;10.04;12.25;311
4;2014;015;0820;-6.23;8.48;10.29;300
4;2014;015;0825;-6.22;8.87;11.07;292
4;2014;015;0830;-6.31;9.30;11.47;295
4;2014;015;0835;-6.25;9.94;12.74;290
4;2014;015;0840;-6.49;10.20;11.76;290
4;2014;015;0845;-6.50;10.05;11.76;296
4;2014;015;0850;-6.48;10.06;13.23;291
4;2014;015;0855;-6.78;10.99;13.13;293
4;2014;015;0900;-6.80;10.43;12.74;294
4;2014;015;0905;-6.75;9.46;11.37;288
4;2014;015;0910;-6.82;9.38;11.96;292
4;2014;015;0915;-6.88;10.13;12.45;293
4;2014;015;0920;-7.04;11.19;12.94;295
4;2014;015;0925;-7.08;10.45;11.96;297
4;2014;015;0930;-7.08;9.49;11.86;294
4;2014;015;0935;-7.24;10.38;12.05;293
4;2014;015;0940;-7.26;9.74;11.66;294
4;2014;015;0945;-7.25;10.29;12.74;301
4;2014;015;0950;-7.34;10.90;13.03;303
4;2014;015;0955;-7.32;10.30;12.35;304
4;2014;015;1000;-7.40;9.87;11.27;296
4;2014;015;1005;-7.38;9.34;11.17;301
4;2014;015;1010;-7.45;9.72;11.47;300
4;2014;015;1015;-7.41;9.99;12.25;295
4;2014;015;1020;-7.47;10.41;12.54;295
4;2014;015;1025;-7.59;11.02;12.94;300
4;2014;015;1030;-7.52;9.59;11.96;299
4;2014;015;1035;-7.57;10.04;12.45;301
4;2014;015;1040;-7.55;9.73;11.56;298
4;2014;015;1045;-7.81;10.10;12.45;302
4;2014;015;1050;-7.94;10.25;12.45;300
4;2014;015;1055;-7.81;9.99;11.86;298
4;2014;015;1100;-7.80;9.42;11.56;298
4;2014;015;1105;-7.72;9.15;11.47;305
4;2014;015;1110;-7.74;8.22;10.58;297
4;2014;015;1115;-7.82;9.01;11.37;299
4;2014;015;1120;-7.95;9.61;12.54;293
4;2014;015;1125;-8.10;9.38;11.27;294
4;2014;015;1130;-7.90;8.43;10.49;298
4;2014;015;1135;-7.88;8.48;10.98;301
4;2014;015;1140;-7.92;8.29;10.39;300
4;2014;015;1145;-7.97;8.64;10.88;304
4;2014;015;1150;-7.93;8.05;10.09;296
4;2014;015;1155;-7.79;8.44;10.88;302
4;2014;015;1200;-8.01;8.06;10.49;304
4;2014;015;1205;-8.05;8.34;10.19;308
4;2014;015;1210;-8.12;8.99;11.07;301
4;2014;015;1215;-8.10;9.30;12.05;303
4;2014;015;1220;-8.22;9.53;11.56;303
4;2014;015;1225;-8.19;9.56;11.07;303
4;2014;015;1230;-8.27;8.97;11.37;306
4;2014;015;1235;-8.39;8.89;10.68;302
4;2014;015;1240;-8.26;8.95;10.49;305
4;2014;015;1245;-8.29;8.53;10.88;305
4;2014;015;1250;-8.40;8.62;10.88;302
4;2014;015;1255;-8.36;8.84;10.98;303
4;2014;015;1300;-8.22;7.94;9.90;301
4;2014;015;1305;-8.34;8.25;10.58;305
4;2014;015;1310;-8.45;8.59;10.29;303
4;2014;015;1315;-8.48;8.56;11.17;300
4;2014;015;1320;-8.50;8.77;10.29;304
4;2014;015;1325;-8.38;7.49;9.80;301
4;2014;015;1330;-8.39;8.19;10.19;300
4;2014;015;1335;-8.37;7.56;9.31;296
4;2014;015;1340;-8.42;7.95;10.68;296
4;2014;015;1345;-8.45;7.89;9.60;301
4;2014;015;1350;-8.46;7.75;9.31;296
4;2014;015;1355;-8.55;7.13;9.41;302
4;2014;015;1400;-8.54;7.80;9.90;297
4;2014;015;1405;-8.66;7.71;11.07;301
4;2014;015;1410;-8.71;7.60;9.60;300
4;2014;015;1415;-8.73;8.10;9.80;296
4;2014;015;1420;-8.77;7.40;9.60;305
4;2014;015;1425;-8.58;6.89;8.82;303
4;2014;015;1430;-8.62;6.78;8.43;305
4;2014;015;1435;-8.63;6.78;8.23;301
4;2014;015;1440;-8.57;7.04;9.60;307
4;2014;015;1445;-8.60;7.28;8.53;303
4;2014;015;1450;-8.68;7.04;8.72;301
4;2014;015;1455;-8.66;6.98;8.72;300
4;2014;015;1500;-8.64;7.19;9.70;303
4;2014;015;1505;-8.58;6.60;8.62;297
4;2014;015;1510;-8.64;6.90;8.13;299
4;2014;015;1515;-8.65;6.79;8.72;297
4;2014;015;1520;-8.59;6.44;8.53;297
4;2014;015;1525;-8.57;6.43;7.94;300
4;2014;015;1530;-8.57;6.64;8.43;297
4;2014;015;1535;-8.58;6.80;8.13;295
4;2014;015;1540;-8.53;6.02;7.35;294
4;2014;015;1545;-8.49;5.47;7.15;297
4;2014;015;1550;-8.47;4.97;7.25;297
4;2014;015;1555;-8.41;5.88;7.15;292
4;2014;015;1600;-8.34;5.38;7.15;294
4;2014;015;1605;-8.31;4.74;6.57;295
4;2014;015;1610;-8.28;5.50;6.86;285
4;2014;015;1615;-8.28;4.92;6.17;283
4;2014;015;1620;-8.21;4.69;5.68;270
4;2014;015;1625;-8.18;3.87;5.10;293
4;2014;015;1630;-8.14;3.55;4.70;292
4;2014;015;1635;-8.11;3.31;4.70;295
4;2014;015;1640;-7.94;3.25;4.61;283
4;2014;015;1645;-7.91;3.69;4.70;277
4;2014;015;1650;-7.87;3.23;4.21;272
4;2014;015;1655;-7.73;3.33;5.19;286
4;2014;015;1700;-7.77;3.10;5.00;282
4;2014;015;1705;-7.57;3.00;3.82;275
4;2014;015;1710;-7.61;2.52;4.31;271
4;2014;015;1715;-7.52;3.73;5.68;284
4;2014;015;1720;-7.56;3.60;4.80;273
4;2014;015;1725;-7.48;3.45;4.51;277
4;2014;015;1730;-7.47;4.36;5.98;260
4;2014;015;1735;-7.34;4.27;5.88;262
4;2014;015;1740;-7.33;4.61;6.86;257
4;2014;015;1745;-7.18;4.74;6.57;260
4;2014;015;1750;-7.20;5.18;6.66;254
4;2014;015;1755;-7.29;4.81;6.17;248
4;2014;015;1800;-7.29;5.59;6.96;253
4;2014;015;1805;-7.27;5.19;6.86;248
4;2014;015;1810;-7.22;4.90;7.06;270
4;2014;015;1815;-7.22;5.56;7.55;272
4;2014;015;1820;-7.26;5.38;6.76;272
4;2014;015;1825;-7.23;5.67;7.35;265
4;2014;015;1830;-7.23;4.90;6.66;256
4;2014;015;1835;-7.17;5.51;7.64;246
4;2014;015;1840;-7.11;3.78;6.47;269
4;2014;015;1845;-7.10;5.57;7.94;249
4;2014;015;1850;-7.37;5.74;7.45;258
4;2014;015;1855;-7.19;4.89;6.47;270
4;2014;015;1900;-7.06;5.57;7.45;267
4;2014;015;1905;-7.07;6.58;8.43;253
4;2014;015;1910;-7.06;5.24;8.82;235
4;2014;015;1915;-7.07;6.21;7.74;243
4;2014;015;1920;-7.19;5.87;7.84;263
4;2014;015;1925;-7.17;7.05;9.31;269
4;2014;015;1930;-7.22;6.71;8.92;244
4;2014;015;1935;-7.16;6.67;8.82;265
4;2014;015;1940;-7.22;6.04;8.53;236
4;2014;015;1945;-7.20;7.42;9.60;243
4;2014;015;1950;-7.52;7.95;10.49;258
4;2014;015;1955;-7.53;7.82;9.80;252
4;2014;015;2000;-7.62;8.62;10.68;252
4;2014;015;2005;-7.71;7.85;10.88;256
4;2014;015;2010;-7.83;8.47;10.09;252
4;2014;015;2015;-7.85;7.28;9.31;246
4;2014;015;2020;-7.86;5.58;8.82;258
4;2014;015;2025;-7.72;5.74;8.53;253
4;2014;015;2030;-7.70;6.80;9.31;236
4;2014;015;2035;-7.76;4.93;6.57;253
4;2014;015;2040;-7.39;5.00;6.96;235
4;2014;015;2045;-7.25;5.79;7.45;233
4;2014;015;2050;-7.40;7.58;9.70;207
4;2014;015;2055;-7.54;8.36;9.80;206
4;2014;015;2100;-7.58;8.89;10.68;206
4;2014;015;2105;-7.62;8.18;9.80;201
4;2014;015;2110;-7.59;8.13;10.88;199
4;2014;015;2115;-7.57;9.34;11.66;207
4;2014;015;2120;-7.63;8.73;11.47;205
4;2014;015;2125;-7.58;8.92;11.86;213
4;2014;015;2130;-7.56;8.97;11.17;215
4;2014;015;2135;-7.51;8.66;10.98;216
4;2014;015;2140;-7.43;8.51;11.47;223
4;2014;015;2145;-7.52;7.84;10.68;239
4;2014;015;2150;-7.42;7.98;10.78;221
4;2014;015;2155;-7.72;9.70;12.35;203
4;2014;015;2200;-7.64;7.28;9.90;211
4;2014;015;2205;-7.54;8.64;10.78;223
4;2014;015;2210;-7.54;6.81;9.21;228
4;2014;015;2215;-7.37;7.16;9.80;217
4;2014;015;2220;-7.54;9.00;11.37;212
4;2014;015;2225;-7.51;7.14;8.82;225
4;2014;015;2230;-7.56;7.38;9.51;233
4;2014;015;2235;-7.62;7.66;9.80;223
4;2014;015;2240;-7.65;6.71;8.62;230
4;2014;015;2245;-7.76;8.45;10.68;246
4;2014;015;2250;-7.79;9.03;11.66;239
4;2014;015;2255;-7.86;8.59;12.15;232
4;2014;015;2300;-7.78;6.78;9.51;227
4;2014;015;2305;-7.69;6.44;10.49;230
4;2014;015;2310;-7.69;7.21;9.90;225
4;2014;015;2315;-7.80;7.38;10.88;230
4;2014;015;2320;-7.77;7.32;11.47;236
4;2014;015;2325;-7.97;8.44;12.25;222
4;2014;015;2330;-7.86;8.80;12.64;226
4;2014;015;2335;-8.10;8.78;12.25;227
4;2014;015;2340;-8.00;7.91;10.98;226
4;2014;015;2345;-7.97;8.86;11.17;244
4;2014;015;2350;-8.03;8.64;12.45;245
4;2014;015;2355;-8.05;7.69;12.05;239
4;2014;016;0000;-8.09;7.46;10.78;247
4;2014;016;0005;-8.12;9.04;12.45;239
4;2014;016;0010;-8.11;7.45;10.88;243
4;2014;016;0015;-8.17;8.35;11.47;235
4;2014;016;0020;-8.21;8.12;11.86;244
4;2014;016;0025;-8.07;8.12;11.37;244
4;2014;016;0030;-8.05;7.30;10.68;243
4;2014;016;0035;-8.16;8.40;11.56;242
4;2014;016;0040;-8.05;8.03;12.45;234
4;2014;016;0045;-8.12;8.53;11.96;227
4;2014;016;0050;-8.05;7.60;10.68;232
4;2014;016;0055;-8.02;7.45;10.88;242
4;2014;016;0100;-7.93;7.42;10.88;231
4;2014;016;0105;-7.91;7.26;9.31;241
4;2014;016;0110;-7.85;6.95;9.80;240
4;2014;016;0115;-7.84;6.67;9.11;238
4;2014;016;0120;-7.87;7.27;10.98;231
4;2014;016;0125;-7.82;7.16;10.29;235
4;2014;016;0130;-7.84;7.00;10.49;230
4;2014;016;0135;-7.86;7.56;10.68;230
4;2014;016;0140;-7.77;7.17;9.41;217
4;2014;016;0145;-7.75;8.97;12.94;208
